0	75
0.202631184	73.55614973
0.445788606	70.26737968
0.769998501	64.57219251
1.013155922	60.0802139
1.418418291	55.02673797
1.783154423	50.61497326
2.431574213	44.83957219
2.958415292	41.47058824
3.525782609	38.26203209
4.093149925	35.53475936
4.822622189	32.32620321
5.673673163	29.51871658
6.686829085	26.22994652
7.578406297	24.06417112
8.551035982	21.65775401
9.685770615	19.3315508
10.69892654	17.64705882
12.11734483	15.80213904
13.69786807	14.11764706
15.44049625	12.51336898
17.4668081	10.98930481
19.4525937	9.705882353
23.09995502	7.620320856
26.46363268	6.016042781
30.27309895	4.652406417
34.00151274	3.449197861
37.56782159	2.486631016
42.10676012	1.524064171
46.15938381	0.802139037
50.61726987	0.320855615
54.062	0
